,tag,quadrat.x,stem.x,sp,lx,ly,dbh.2013.x,cored_2009,status.2013,status.2014,status.2015,status.2016,status.2017,dbh.if.dead
3440,70256,703,1,cagl,20,10.4,224,1,A,A,A,A,A,
3446,70269,704,1,cagl,13.9,8.9,426.3999939,1,A,A,A,A,A,
3453,70308,705,1,qupr,19.6,17.1,618,1,A,A,A,A,AU,
3459,70332,706,1,cagl,18.4,12.1,242.3000031,1,A,A,A,A,A,
3460,70334,706,1,qupr,15.6,19.6,638.5,1,A,A,A,A,A,
3461,70343,707,1,cato,17.2,2.4,170.1999969,1,A,A,A,A,A,
3470,70371,708,1,qual,17.3,13.6,607.9000244,1,A,A,A,A,A,
3473,70382,709,1,quru,16.8,2.1,787.2000122,1,A,A,A,A,A,
3475,70388,709,1,caovl,13.2,7.3,170.6999969,1,A,A,A,A,A,
3481,70407,709,1,quru,6.1,5.4,701.5,1,A,A,A,A,A,
3487,70421,709,1,quru,8.8,19.5,734.5999756,1,A,A,A,A,A,
3488,70422,710,1,cato,7,0.5,209.8999939,1,A,A,A,A,A,
3491,70426,710,1,cagl,1.5,5.2,369,1,A,A,A,A,A,
3493,70428,710,1,nysy,6.3,8.2,201.1999969,1,A,A,A,A,A,
3494,70433,710,1,litu,11.4,13.8,716.9000244,1,A,A,A,A,A,
3512,70471,712,1,qual,16.5,17.1,355.1000061,1,A,A,A,A,AU,
3528,70492,714,1,nysy,0.1,11.2,198.6000061,1,A,A,A,A,A,
3535,70502,710,1,quru,17.8,0.4,567.9000244,1,A,A,A,A,A,
3536,70502,710,1,quru,17.8,0.4,567.9000244,1,DC,PD,A,A,A,
3544,70519,711,1,qual,15.5,3.3,544.7999878,1,A,A,A,A,A,
3546,70535,711,1,qual,15.2,15.9,398.2999878,1,A,A,A,A,A,
3547,70536,711,1,qual,11.9,7.4,583.9000244,1,A,A,A,A,A,
3549,70545,712,1,cagl,12.1,1.2,195,1,A,A,A,A,A,
3553,70559,712,1,qual,19.7,13.3,596,1,A,A,A,A,A,
3573,70596,714,1,tiam,8,16.3,266.6000061,1,A,A,A,A,A,
3578,70602,715,1,qual,18.4,6.7,280.7000122,1,A,A,A,A,AU,
3590,70622,716,2,caco,14.3,16.9,207.3000031,1,A,A,PD,PD,PD,
3591,70622,716,2,caco,14.3,16.9,207.3000031,1,DS,PD,PD,PD,PD,
3600,70653,715,1,tiam,4.1,13.2,471.7999878,1,A,A,A,A,A,
3614,72040,717,1,cato,18.2,18.9,164.3000031,1,A,A,A,A,A,
3647,72113,719,1,caovl,12.3,5.7,287.3999939,1,A,A,A,A,A,
3659,72140,720,1,quru,9.4,8.3,518,1,A,A,A,A,A,
3700,72232,722,1,qual,14.5,12.6,728.5,1,DS,PD,A,A,A,
3701,72232,722,1,qual,14.5,12.6,728.5,1,A,A,A,A,A,
3789,72361,728,1,qupr,1.1,5,330,1,A,A,A,A,DC,339
3811,72396,729,1,quru,18.6,18.2,783.9000244,1,A,A,A,A,A,
3824,72424,730,1,juni,7,19.5,613,1,A,A,A,A,A,
3836,72443,732,1,litu,10.9,7.4,193.1999969,1,A,A,A,A,A,
3847,72458,732,1,pist,4.2,13,296.1000061,1,A,A,A,A,A,
3865,80046,802,1,quve,11.8,17.7,620,1,A,A,A,A,AU,
3869,80056,802,1,quve,19,10.7,459.7999878,1,DS,PD,PD,PD,PD,
3876,80085,803,1,nysy,4.6,14.9,442.2999878,1,A,A,A,A,A,
3878,80089,804,1,qual,6.9,0,534.0999756,1,A,A,A,A,AU,
3891,80118,801,1,caco,7.5,8.3,214,1,A,A,A,A,A,
3896,80148,803,1,quve,16.2,0.5,760.2000122,1,A,A,A,A,A,
3897,80156,803,1,quve,18,5.9,345.2000122,1,A,DS,PD,PD,PD,
3898,80159,803,1,quve,14,8.3,273.1000061,1,A,A,A,A,A,
3902,80177,804,1,nysy,15.6,6.7,359.7000122,1,A,A,A,A,A,
3916,80230,805,1,qupr,9,6.9,358.7999878,1,A,A,A,A,A,
3918,80233,805,1,quru,12.6,3.7,736.7999878,1,A,A,A,A,AU,
3920,80235,805,1,quru,13.7,9.4,793.0999756,1,A,A,A,A,A,
3925,80248,805,1,litu,17.6,8.7,138.3999939,1,A,A,A,A,A,
3930,80284,806,1,nysy,14.6,3.9,182.3000031,1,A,A,A,A,A,
3932,80288,806,1,cagl,8.8,0.2,325.1000061,1,A,DS,PD,PD,PD,
3934,80301,804,1,cagl,14,18,158.1000061,1,A,A,A,A,A,
3936,80316,806,1,quru,10.4,14.2,791.2999878,1,A,A,A,A,A,
3939,80330,806,1,quru,16.9,13.8,524.9000244,1,A,A,A,A,A,
3948,80371,807,1,qual,18.7,8.3,306.2000122,1,DC,PD,PD,PD,PD,
3960,80437,808,1,qupr,13.5,6.8,259.2999878,1,DS,PD,PD,PD,PD,
3963,80451,808,1,qual,0.2,11.9,543,1,A,A,A,A,A,
3965,80458,808,1,qupr,9,13.3,684.9000244,1,A,A,A,A,A,
3968,80465,808,1,qupr,12.8,17,127.9000015,1,A,A,A,DC,PD,134
3972,80474,809,1,caovl,19.4,6,342.7999878,1,A,A,A,A,A,
3974,80479,809,1,cato,11.6,3.5,189.6999969,1,A,A,A,AU,DC,197
3977,80491,809,1,quru,5.2,17.7,1386.099976,1,A,A,A,A,A,
3979,80503,809,1,caovl,12.7,17.9,261.2000122,1,A,A,A,A,A,
3984,80513,809,1,cato,16.5,14.4,153,1,A,A,A,A,A,
3993,80532,813,1,cagl,7.4,5.6,203.8999939,1,A,A,A,A,A,
3998,80540,813,1,qual,7.9,8.7,172,1,A,A,A,A,A,
4004,80554,813,1,caovl,6.9,11.2,489.2000122,1,A,A,A,A,A,
4007,80559,813,1,nysy,8.9,17.8,434.6000061,1,A,A,A,A,A,
4018,80576,815,1,quve,3.5,8,565.9000244,1,A,A,A,A,A,
4020,80580,815,1,acru,19.8,10.2,323,1,A,A,A,A,A,
4033,80610,810,1,nysy,2.6,12.1,411.7999878,1,A,A,A,A,A,
4038,80619,810,1,cato,11.8,17.7,323.3999939,1,A,A,A,A,A,
4042,80625,810,1,cagl,16,19.7,381.8999939,1,A,A,A,A,A,
4045,80630,811,1,nysy,1.5,5.1,175.3000031,1,A,A,A,A,A,
4047,80632,811,1,cato,3.9,6.8,226.1000061,1,A,A,A,A,A,
4048,80634,811,1,cato,7.7,8.2,227.1000061,1,A,A,A,A,A,
4053,80640,811,1,caovl,0.7,14.4,569,1,A,A,A,A,A,
4062,80663,812,1,qupr,9.7,7.3,141.1000061,1,A,A,A,A,A,
4075,80694,816,1,juni,4.4,4.3,390.2000122,1,A,A,A,A,A,
4079,80703,810,1,cato,10.7,2.8,165.8999939,1,A,A,A,A,A,
4080,80706,810,1,cato,13.4,1.4,195,1,A,A,A,A,A,
4082,80711,810,1,litu,15.9,8.2,535,1,A,A,A,A,A,
4083,80714,810,1,nysy,10.9,10.5,202.3999939,1,A,A,A,A,A,
4084,80719,810,1,litu,18,14.8,209,1,A,A,A,A,A,
4093,80745,812,1,qual,11.9,9,628,1,A,A,A,A,A,
4094,80746,812,1,litu,12.3,11.9,237.5,1,A,A,A,A,A,
4095,80749,812,1,cato,15.2,14.8,168.6000061,1,A,A,A,A,A,
4105,80769,816,1,acru,11.4,5.9,224,1,A,A,A,A,A,
4110,80773,816,1,frni,19.6,17.3,282.8999939,1,DC,PD,PD,PD,PD,
4111,80774,816,1,acru,13.8,16.6,311.1000061,1,A,A,A,A,A,
4122,82021,817,1,nysy,12.1,3.4,166.8999939,1,A,A,A,A,A,
4140,82058,818,1,qual,1.7,8.6,298.2999878,1,A,A,A,A,A,
4142,82060,818,1,cagl,15.4,1.3,363.6000061,1,A,A,A,A,A,
4165,82115,819,1,quru,14.8,18.5,198.8000031,1,A,A,A,A,A,
4168,82120,819,1,quve,8.4,18.2,250.5,1,A,A,A,A,AU,
4172,82130,820,1,cagl,7.2,3.7,163.8999939,1,A,A,A,A,A,
4176,82138,820,1,quru,1.1,2.7,632.0999756,1,A,A,A,A,A,
4194,82173,821,1,cagl,12,9,352.1000061,1,A,A,A,A,A,
4216,82213,822,1,litu,16.3,8,646.0999756,1,A,A,A,A,A,
4221,82218,822,1,litu,19.3,16,626.5,1,A,A,A,A,A,
4222,82218,822,1,litu,19.3,16,626.5,1,DS,PD,A,A,A,
4238,82242,824,1,cagl,9.1,2.8,171.1999969,1,A,A,A,A,A,
4247,82259,824,1,nysy,5.7,12.9,196.3000031,1,A,A,A,A,A,
4270,82294,826,1,cagl,8.2,5.1,414.7999878,1,A,A,A,A,A,
4287,82317,827,1,litu,3.6,2.1,148.6000061,1,A,A,A,A,A,
4306,82347,828,1,acru,18,0.2,181.3000031,1,A,A,A,A,A,
4321,82365,829,1,qual,4.9,4.7,438.1000061,1,A,A,A,A,A,
4326,82368,829,1,litu,16.8,3.4,993.9000244,1,A,A,A,A,A,
4327,82368,829,1,litu,16.8,3.4,993.9000244,1,A,A,A,A,A,
4371,82434,832,1,quve,6,15.6,826.7999878,1,A,A,A,A,A,
4380,90009,901,1,caco,1.3,8.4,414.2999878,1,A,A,A,A,A,
4391,90062,902,1,fagr,4.7,9,239.8999939,1,A,A,A,A,A,
4394,90068,902,1,nysy,8.9,14.9,176.6000061,1,A,A,A,A,A,
4395,90069,902,1,ulru,6.5,15.7,194.8000031,1,A,A,A,DS,PD,204
4397,90084,902,1,quve,16.2,19.3,1117.099976,1,A,A,A,A,A,
4398,90104,902,1,quve,11.7,11.8,517.7999878,1,A,A,A,A,A,
4403,90121,903,1,fagr,2.2,9.3,241,1,A,A,A,A,A,
4406,90130,903,1,qual,10.6,11.5,165.8000031,1,A,A,A,A,A,
4421,90185,904,1,nysy,2.7,14.9,182.1000061,1,A,A,A,A,A,
4426,90249,902,1,ulru,18.7,6.1,276.7000122,1,DS,PD,PD,PD,PD,
4428,90273,903,1,qual,13.6,6.2,168.1999969,1,A,A,A,A,A,
4430,90276,903,1,fagr,14.5,7.1,262.2000122,1,A,A,A,A,A,
4434,90283,903,1,qual,17.1,18.8,487,1,A,A,A,A,A,
4435,90284,903,1,fagr,15.9,19.2,180.1000061,1,A,A,A,A,A,
4437,90287,904,1,litu,19.4,4.9,500.3999939,1,A,A,A,A,A,
4440,90292,904,1,fagr,18.7,7.4,132.5,1,A,A,A,A,A,
4445,90311,904,1,cagl,17.5,15.8,167.8000031,1,A,A,A,A,A,
4453,90369,905,1,litu,12.6,14.6,127.3000031,1,A,A,A,A,A,
4470,90484,906,1,nysy,19.4,12,177.8000031,1,A,DS,PD,PD,PD,
4471,90486,906,1,litu,16.8,14.6,554.9000244,1,A,A,A,A,A,
4477,90510,909,1,quru,15,6.7,239.1999969,1,DC,PD,PD,PD,PD,
4486,90522,910,1,cagl,10.8,7.2,327.2999878,1,A,A,A,A,A,
4495,90529,910,1,quru,12.7,18.5,320,1,A,A,A,A,A,
4504,90539,911,1,cato,18.9,11.1,338,1,A,A,A,A,A,
4507,90542,911,1,cagl,13.9,12.4,382.8999939,1,A,A,A,A,AU,
4508,90544,911,1,qupr,18.5,15.4,188,1,A,A,A,A,A,
4509,90546,911,1,qual,16.1,19.7,664.9000244,1,A,A,A,A,A,
4512,90552,912,1,caovl,19.1,6.6,421.5,1,A,A,A,A,A,
4513,90556,912,1,cato,12.3,10.2,167.8000031,1,A,A,A,A,A,
4514,90558,912,1,qual,17.9,12.9,411.5,1,A,A,A,A,AU,
4518,90567,912,1,fagr,10.3,12.3,170.1999969,1,A,A,A,A,A,
4522,90577,913,1,quve,15.6,8.2,635.5,1,A,DS,PD,PD,PD,
4545,90616,910,1,fagr,0.2,13.8,221.3000031,1,A,A,A,A,A,
4546,90616,910,1,fagr,0.2,13.8,221.3000031,1,A,A,A,A,A,
4547,90616,910,1,fagr,0.2,13.8,221.3000031,1,A,A,A,A,A,
4558,90631,911,1,quve,1.5,13.9,170.5,1,A,A,A,A,AU,
4559,90634,911,1,quve,3.6,17.6,407.2000122,1,A,A,A,A,A,
4564,90645,912,1,litu,1.2,4.5,163.8999939,1,A,A,A,A,A,
4566,90650,912,1,quve,0.6,12.3,723.2999878,1,A,A,DS,PD,PD,744
4567,90653,912,1,qupr,3.6,16,441,1,A,A,A,A,A,
4570,90658,913,1,fagr,0.3,5.4,245.1000061,1,A,A,A,A,A,
4606,90752,916,1,qual,12.4,7.4,510.1000061,1,A,A,A,A,A,
4611,91302,906,1,caovl,14.2,5.7,625.0999756,1,A,A,A,A,A,
4614,91321,907,1,cagl,9.2,3.6,344,1,A,A,A,A,A,
4616,91327,907,1,cagl,1,5.3,422.2999878,1,A,A,A,A,A,
4617,91332,907,1,caovl,9.8,9,490.1000061,1,A,A,A,A,A,
4626,91377,908,1,litu,5.6,18.4,377.1000061,1,A,A,A,A,A,
4628,91382,909,1,cato,4,6.4,204.6000061,1,A,A,A,A,DS,210
4629,91385,909,1,caovl,8,9.6,429.7999878,1,A,A,A,A,A,
4631,91391,909,1,cato,4,14.3,444.1000061,1,DS,PD,PD,PD,PD,
4634,91403,906,1,cato,5.8,1.7,250.1000061,1,A,A,A,A,A,
4652,91487,908,1,cagl,14,11.8,349.5,1,A,A,A,A,A,
4654,91491,908,1,litu,14.5,14.6,128.5,1,A,A,A,A,A,
4655,91493,908,1,quve,18,17.6,324.2000122,1,A,A,A,A,A,
4658,91499,909,1,quve,12.3,2.4,318.1000061,1,A,A,A,A,A,
4687,92046,918,1,qual,9.3,0.8,578.9000244,1,A,A,A,A,A,
4720,92113,919,1,caovl,12.7,17.6,182.3999939,1,A,A,A,A,A,
4726,92124,920,1,acru,1.3,1.7,167.1999969,1,A,A,A,A,A,
4744,92171,921,1,nysy,2.1,1,238.1999969,1,A,A,A,A,A,
4747,92175,921,1,cato,8,2.3,333.2999878,1,A,A,A,A,A,
4762,92204,921,1,cagl,6.6,17.6,359.1000061,1,A,A,A,A,A,
4777,92237,922,1,nysy,14.7,19.5,218.1000061,1,A,A,A,A,A,
4783,92250,922,1,quru,6.2,14.8,229.1000061,1,A,A,A,A,A,
4815,92384,925,1,litu,2.2,1.5,124.1999969,1,A,A,A,A,A,
4816,92386,925,1,litu,6.4,0.2,367,1,A,A,A,A,A,
4836,92415,926,1,nysy,12.4,0.2,206.8000031,1,A,A,A,A,A,
4839,92422,926,1,nysy,12.6,7,158.8000031,1,A,A,A,A,A,
4844,92435,926,1,nysy,13.4,18,171.1000061,1,A,A,A,A,A,
4860,92454,927,1,caovl,18.6,13.7,469.8999939,1,A,A,A,A,A,
4861,92454,927,1,caovl,18.6,13.7,469.8999939,1,A,A,A,A,A,
4883,92486,928,1,litu,10.3,18.1,183.5,1,A,A,A,A,A,
4888,92493,928,1,litu,2.4,15.4,195,1,A,A,A,A,A,
4895,92505,929,1,litu,19.6,14.7,666.7999878,1,A,A,A,A,A,
4928,92559,932,1,acru,10.3,6.2,308.8999939,1,A,A,A,A,A,
4931,92562,932,1,fagr,15.2,16.9,170.1999969,1,A,A,A,A,A,
4946,100133,1002,1,ulru,14.9,3,269.7999878,1,DS,PD,PD,PD,PD,
4949,100147,1002,1,nysy,11.8,6.9,248.1999969,1,A,A,A,A,A,
4963,100540,1004,1,quru,11.1,8.3,470.5,1,A,A,A,A,A,
4965,100551,1004,1,quve,16.6,11.3,414.6000061,1,A,A,A,A,A,
4966,100552,1004,1,quru,13.8,12,454.5,1,A,A,A,A,A,
4980,100680,1004,1,cagl,1.6,1,280.8999939,1,A,A,A,A,A,
4991,100771,1005,1,quru,8.5,17,921.0999756,1,A,A,A,A,A,
4996,100795,1006,1,nysy,4.7,7.4,212.5,1,A,A,A,A,A,
4998,100818,1005,1,nysy,17.3,18.4,212,1,A,A,A,A,A,
5000,100834,1006,1,nysy,16.1,5.6,210,1,A,A,A,A,A,
5021,100919,1008,1,caovl,15.7,13.6,193.6999969,1,A,A,A,A,A,
5033,100942,1009,1,qupr,16.2,7.4,277.2999878,1,A,A,A,A,A,
5039,100954,1009,1,litu,9.1,16.1,219.1999969,1,A,A,A,A,A,
5041,100956,1010,1,fagr,11.7,1.3,150.3999939,1,A,A,A,A,A,
5045,100961,1010,1,cagl,18.3,14.2,230.6000061,1,A,A,A,A,A,
5046,100963,1010,1,caovl,11.1,14.7,192.6000061,1,A,A,A,A,A,
5049,100974,1011,1,cagl,18.3,4.3,176.8999939,1,A,A,A,A,A,
5052,100979,1011,1,cato,10.3,4.8,210,1,A,A,A,A,A,
5054,100985,1011,1,fagr,13.7,14.6,168.6000061,1,A,A,A,A,A,
5055,100985,1011,1,fagr,13.7,14.6,168.6000061,1,A,A,A,A,A,
5058,100990,1011,1,qual,5.5,11.5,639.5,1,A,A,A,A,A,
5059,100993,1012,1,cato,16.7,0.6,274.1000061,1,A,A,A,A,A,
5061,100997,1012,1,litu,10.1,5.8,123.0999985,1,A,A,A,A,A,
5070,101016,1006,1,nysy,6,17.9,445.6000061,1,A,A,A,A,DS,446
5071,101019,1006,1,nysy,9.4,13.6,342.7999878,1,A,A,A,A,DS,346.5
5086,101075,1008,1,qupr,3,13.1,360.2000122,1,A,A,A,A,A,
5100,101100,1010,1,fagr,1.1,0.5,168.3999939,1,A,A,A,A,A,
5107,101117,1011,1,cato,4.8,6.6,213.5,1,A,A,DS,PD,PD,210
5109,101121,1011,1,qupr,0,16.7,119.0999985,1,A,A,A,A,A,
5110,101123,1012,1,quve,4.8,1.2,386.3999939,1,A,A,A,A,A,
5114,101134,1012,1,cato,0.1,12.4,199.1000061,1,A,A,A,A,A,
5115,101136,1012,1,quru,4,14.1,203.6000061,1,A,A,A,A,A,
5124,101159,1013,1,cagl,3.2,6.8,229,1,A,A,A,A,A,
5149,101212,1012,1,qual,10.3,15.1,716.2000122,1,A,A,A,A,A,
5150,101215,1013,1,quve,19,13.5,769.2000122,1,A,A,A,A,A,
5161,101239,1014,1,cato,17.1,14.6,514.5,1,A,A,A,A,A,
5174,101281,1016,1,caco,19.2,5.4,223.5,1,A,A,A,A,A,
5215,102124,1019,1,acru,1.7,2.5,363.3999939,1,A,A,A,A,A,
5229,102146,1019,1,acru,8,17.4,235,1,A,A,A,A,A,
5231,102148,1019,1,cato,2,15.4,251.1999969,1,A,A,A,A,A,
5235,102157,1020,1,fagr,20,2.2,238.8999939,1,A,A,A,A,A,
5268,102238,1022,1,quve,1,1,774.5,1,A,A,A,A,AU,
5285,102271,1023,1,qual,13,2.5,751.0999756,1,A,A,A,A,A,
5286,102273,1023,1,pist,13.8,0.7,233.1999969,1,A,DS,PD,AU,AU,
5287,102273,1023,1,pist,13.8,0.7,233.1999969,1,DS,PD,PD,AU,AU,
5290,102279,1023,1,pist,14.7,11.8,358.1000061,1,A,A,A,A,A,
5301,102310,1024,1,qual,11,1.5,460,1,A,A,A,A,A,
5310,102335,1024,1,cagl,2,14.9,237.8000031,1,A,A,A,A,A,
5330,102371,1026,1,qual,1.6,6.6,783,1,A,A,A,A,A,
5331,102373,1026,1,nysy,16.1,3,185.8999939,1,A,A,A,A,A,
5350,102404,1027,1,litu,0.3,3.8,272.3999939,1,A,A,A,A,A,
5355,102411,1027,1,cagl,16.2,11.3,113.5,1,A,A,A,A,A,
5455,110001,1101,1,ulru,20,1.4,188.1999969,1,A,A,A,A,A,
5461,110086,1101,1,ulru,10.5,9.8,370.8999939,1,DS,PD,PD,PD,PD,
5462,110086,1101,1,ulru,10.5,9.8,370.8999939,1,DS,PD,PD,PD,PD,
5463,110128,1101,1,litu,12.7,18,741,1,A,A,A,A,A,
5465,110155,1101,1,ulru,7.6,18.9,160.6999969,1,A,A,A,A,A,
5472,110331,1102,1,quru,1.8,8.7,238.3999939,1,A,A,A,A,A,
5473,110355,1102,1,ulru,7.3,9.8,200,1,DC,PD,PD,PD,PD,
5474,110379,1102,1,litu,6.1,17.2,794.9000244,1,A,A,A,A,A,
5476,110492,1102,1,ulru,8.1,14.9,176.5,1,DS,PD,PD,PD,PD,
5482,110579,1103,1,ulru,16.5,15.2,224.3000031,1,DC,PD,PD,PD,PD,
5493,110727,1103,1,quru,6.8,15.6,234.1000061,1,A,A,A,A,AU,
5500,110791,1104,1,litu,11.3,10,651.2000122,1,A,A,A,A,A,
5501,110795,1104,1,fagr,9.5,16.4,192.5,1,A,A,A,A,A,
5502,110797,1104,1,fagr,13.1,18,224,1,A,A,A,A,A,
5503,110798,1104,1,litu,16,15.5,712.2999878,1,A,A,A,A,A,
5505,110811,1104,1,quru,1.4,16.8,613.9000244,1,A,A,A,A,A,
5508,110819,1105,1,quve,5,8.1,738.5,1,A,A,A,A,A,
5511,110870,1106,1,qual,4.1,2.4,210,1,A,A,A,A,A,
5520,110914,1105,1,litu,11,10.5,561.7000122,1,A,A,A,A,AU,
5522,110920,1105,1,quve,19.1,16.5,775.2000122,1,A,A,A,DS,PD,795
5526,110950,1106,1,litu,19.3,4,286.7000122,1,A,A,A,A,A,
5527,110952,1106,1,litu,17.5,7.6,106.8000031,1,A,A,A,A,DS,109.3
5535,110977,1106,1,quru,6.7,19.7,167.3000031,1,A,A,A,A,A,
5541,111011,1107,1,litu,15,7.8,165.1000061,1,DS,PD,PD,PD,PD,
5544,111014,1107,1,litu,13.9,12.2,671.2999878,1,A,A,A,A,A,
5548,111030,1107,1,litu,15.1,19.9,600.5,1,A,A,A,A,A,
5553,111033,1107,1,litu,8.6,18.8,128.8000031,1,DS,PD,PD,PD,PD,
5560,111051,1108,1,litu,16.9,15.5,470,1,A,A,A,A,A,
5576,111077,1109,1,cato,7.8,15.2,164.8000031,1,A,DS,PD,PD,PD,
5589,111094,1110,1,cagl,10.1,16.9,351.7000122,1,A,A,A,A,A,
5597,111134,1108,1,litu,0.4,8.3,561.5,1,A,A,A,A,A,
5610,111163,1109,1,quve,2.7,12.4,511.7999878,1,A,A,A,A,A,
5614,111169,1110,1,cato,4.4,13.4,264.1000061,1,A,A,A,A,A,
5616,111171,1110,1,fagr,6.8,18.5,125,1,A,A,A,A,A,
5617,111172,1110,1,qupr,8.5,18.7,326.2999878,1,A,A,A,A,A,
5618,111173,1111,1,qupr,2.5,0.9,223,1,A,A,A,A,A,
5621,111180,1111,1,cato,3.1,12.5,337.7999878,1,A,A,A,A,A,
5623,111188,1112,1,cato,5.3,2.3,450.8999939,1,A,A,A,A,A,
5625,111190,1112,1,caco,7.4,8,347.2000122,1,A,A,A,A,A,
5627,111192,1112,1,cato,1.8,7.3,175.3000031,1,A,A,A,A,A,
5638,111208,1112,1,fagr,12.2,2.4,254.8999939,1,A,A,A,A,A,
5641,111212,1112,1,cagl,12,9.9,155.5,1,A,A,A,A,A,
5658,111240,1113,1,qupr,8.5,18.7,280.2000122,1,A,A,A,A,A,
5667,111252,1114,1,quru,10.9,10,331.2999878,1,A,A,A,A,A,
5673,111273,1115,1,caco,16.5,16.8,214.1999969,1,A,A,A,A,A,
5681,111293,1116,1,nysy,12.9,11.2,193.1000061,1,A,A,A,A,A,
5692,111314,1114,1,quru,1.4,11.4,727.2999878,1,A,A,A,A,A,
5700,111336,1116,1,caco,3,3.4,259,1,A,A,A,A,DS,242
5727,112082,1118,1,quru,2.4,0.9,343.7000122,1,A,A,A,A,A,
5750,112136,1120,1,pist,13.9,2.5,274.1000061,1,A,A,A,AU,AU,
5754,112142,1120,1,qual,16,3.5,385.6000061,1,A,A,A,A,A,
5757,112145,1120,1,pist,18.5,9.1,237.8000031,1,A,A,A,AU,AU,
5758,112146,1120,1,cato,4.7,7.8,180.5,1,A,A,A,A,A,
5765,112170,1121,1,pist,4.4,1.8,342.2000122,1,A,A,A,AU,AU,
5769,112180,1121,1,pist,10.1,8.3,187.3000031,1,A,A,A,AU,AU,
5770,112184,1121,1,cagl,1.8,5.4,470.5,1,A,A,A,A,A,
5783,112206,1121,1,quve,16,19.9,545.4000244,1,A,A,A,A,A,
5789,112215,1122,1,pist,16.2,1.1,165,1,A,A,A,AU,AU,
5807,112258,1123,1,pist,0.6,0.5,158.5,1,A,A,A,AU,AU,
5830,112310,1124,1,caco,1.2,14.9,160.6000061,1,A,A,A,A,A,
5837,112320,1125,1,cagl,2.5,5.5,398.2000122,1,A,A,A,A,A,
5839,112323,1125,1,juni,16.1,7.3,629.5,1,A,A,A,A,A,
5845,112336,1125,1,qual,17,13.8,516,1,A,A,A,A,A,
5848,112345,1125,1,nysy,2.9,19.2,192,1,A,A,A,A,A,
5854,112360,1126,1,caovl,17.8,17.1,267.1000061,1,A,A,A,A,A,
5860,112377,1126,1,nysy,0.9,3.6,170.1000061,1,A,A,A,A,A,
5874,112399,1127,1,cagl,8.9,10.9,173.6999969,1,A,A,A,A,A,
5907,112453,1127,1,caovl,17.1,13.9,291.7999878,1,A,A,A,A,A,
5959,120162,1202,1,quve,7.2,8.4,535.0999756,1,A,A,A,A,A,
5960,120200,1202,1,rops,3.5,11.8,495.7000122,1,DS,PD,PD,PD,PD,
5986,120756,1204,1,ulru,1.1,10.7,204.6000061,1,DS,PD,PD,PD,PD,
6016,120898,1205,1,litu,18.2,19.9,168.5,1,A,A,A,A,A,
6019,120924,1206,1,litu,12.3,5,137.6000061,1,A,A,A,A,A,
6037,121088,1207,1,cagl,4.4,6.7,215,1,A,A,A,A,A,
6039,121105,1207,1,cagl,19.9,14.3,523.2999878,1,A,A,A,A,A,
6044,121162,1208,1,caovl,18.2,18.2,306.6000061,1,A,A,A,A,A,
6049,121186,1210,1,quru,18.9,4.5,223.5,1,A,A,A,A,A,
6051,121190,1210,1,nysy,12.7,11.5,204,1,A,A,A,A,A,
6058,121212,1207,1,litu,12.7,12.5,851.0999756,1,A,A,A,A,A,
6077,121284,1209,1,litu,13.2,13.3,630,1,A,A,A,A,A,
6081,121292,1210,1,cato,4.5,8.5,236.5,1,A,A,A,A,A,
6082,121295,1210,1,nysy,4.8,15,181,1,A,A,A,A,A,
6083,121296,1210,1,cato,4,15.6,172,1,A,A,A,A,A,
6085,121298,1211,1,nysy,2.6,1,575.0999756,1,DS,PD,PD,PD,PD,
6087,121301,1211,1,caovl,1.2,2.5,241.3000031,1,A,A,A,A,A,
6089,121305,1211,1,quru,1.1,11.2,753.7999878,1,A,A,A,A,A,
6092,121310,1211,1,quru,9.3,18.1,256.3999939,1,A,A,A,DC,PD,265
6101,121324,1213,1,cato,7.2,8.5,289.1000061,1,DS,PD,PD,PD,PD,
6103,121329,1213,1,quru,1.2,14.5,413.5,1,A,A,A,A,A,
6114,121344,1214,1,cato,7.2,17,165.1999969,1,A,A,A,A,A,
6134,121379,1206,1,quve,12.5,19.3,677.5,1,A,A,A,A,A,
6148,121420,1213,1,caovl,9,11.5,309.7999878,1,A,A,A,A,A,
6150,121422,1213,1,litu,17.4,14,627.7999878,1,A,A,A,A,A,
6153,121425,1213,1,caovl,17.2,18.5,171.6000061,1,A,A,A,A,A,
6157,121430,1214,1,cato,19.9,10.5,164.5,1,A,A,A,A,A,
6159,121434,1214,1,quru,9,13.1,736.2999878,1,A,A,A,A,A,
6166,121449,1215,1,caco,17.7,17.4,600.5,1,A,A,A,A,A,
6174,121458,1216,1,cato,10.3,5.4,167.1000061,1,A,A,A,A,A,
6176,121463,1216,1,caco,16.1,11.4,199.6999969,1,A,A,A,A,A,
6186,122004,1217,1,caco,17,5.1,467.5,1,A,A,A,A,A,
6189,122009,1217,1,acru,1.2,4.1,277,1,A,A,A,A,A,
6206,122060,1218,1,quru,11.6,18.1,675.7999878,1,A,A,A,A,A,
6228,122128,1219,1,pist,18.3,16.6,206.8999939,1,DC,PD,PD,PD,PD,
6231,122131,1219,1,pist,10.7,15.9,306.1000061,1,A,A,A,AU,AU,
6235,122146,1220,1,pist,5.7,17.4,379.2000122,1,A,A,A,A,A,
6237,122149,1220,1,pist,2,17.4,149.3999939,1,A,A,A,A,AU,
6238,122150,1221,1,pist,0.8,0.7,331.7999878,1,A,A,A,A,A,
