quadrat,tag,stem,sp,lx,ly,Cored_2009,codes.2013,dbh.2013,status.2015,status.2016,new.status,dbh.if.dead,perc.crown,crown.position,fad1,fad2,fad3,fad4,DF,liana.load,fraxinus.crown thinning,fraxinus.epicormic growth,EABF,VB,SS,AS,W,DE,DE.count,Comments,date,surveyor,
1832,182708,1,cofl,11.8,3.3,0,,130,A,A,A,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1901,190016,1,cofl,6.8,4.2,0,,116.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,6/27/2017,Ferson,
1902,190088,1,cofl,18.2,10,0,DC,113,PD,PD,PD,,,,,,,,,,,,,,,,,,,,6/27/2017,Ferson,
1927,192521,1,cofl,19.1,19.9,0,,134.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
2028,202530,1,cofl,1.3,7.2,0,,136.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson/Prestipino,
801,80110,1,divi,15.4,11,0,DC,246.1000061,PD,PD,PD,,,,,,,,,,,,,,,,,,,,6/20/2017,Prestipino/Ferson,
901,90005,1,divi,11.2,4.9,0,,249.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/11/2017,Prestipino/Ferson/Gonzalez,
926,92425,1,divi,19,13.5,0,,171.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Prestipino/Ferson,
104,10194,1,fagr,14.9,13.2,1,,307.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/18/2017,Helcoski,
104,10205,1,fagr,11.8,15,0,P,106,A,AU,AU,,,,UP,,,,,,,,,,,,,,,uprooted (remained healthy),7/18/2017,Helcoski,
107,10436,1,fagr,10.3,8.2,0,,561,A,A,A,,,,,,,,,,,,,,,,,,,,7/18/2017,Helcoski,
111,10619,1,fagr,4.3,8.3,1,,213,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
112,10643,1,fagr,0.6,13,1,,673,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
112,10647,1,fagr,9.5,13.5,1,,153,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
113,10575,1,fagr,6.6,3.6,0,,143,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
113,10576,1,fagr,8.6,0.2,0,,252,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
113,10578,1,fagr,20,1.4,0,,149,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
113,10583,1,fagr,6.1,9.7,0,,145,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
113,10706,1,fagr,1,19.8,0,,200,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
114,10664,1,fagr,16.8,9.7,1,,148,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
114,10667,1,fagr,11.6,7.5,0,,113,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
114,10673,1,fagr,2.4,18.9,0,,117,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
114,10674,1,fagr,7.1,15.3,0,,135,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
114,10675,1,fagr,12.1,11.5,1,,208,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
115,10711,1,fagr,20,0.6,0,,167,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
115,10725,1,fagr,2.8,9.8,0,,143.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
115,10730,1,fagr,9.8,15.7,1,,145.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
115,10739,1,fagr,1.1,15.9,0,,122,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
115,10743,1,fagr,18.7,19.8,1,,124,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
115,10745,1,fagr,20,16.2,0,,109,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
116,10691,1,fagr,15.3,7.2,0,,146,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
118,12032,1,fagr,8.8,8.6,1,,182,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
126,12310,1,fagr,15,7.2,0,,229,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
207,20557,1,fagr,4.5,8.5,0,,225.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
209,20627,1,fagr,16,15.7,1,M,221.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
211,20693,1,fagr,16.1,19.8,1,,232.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
213,20764,1,fagr,15.7,15.3,0,,180,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
214,20787,1,fagr,14,15.3,0,,149.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
214,20790,1,fagr,19.8,11.5,0,,145,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
215,20796,1,fagr,2.9,6.6,0,,137.6000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
215,20801,1,fagr,20,2.2,0,,203.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
215,20802,1,fagr,11.6,7.5,0,,160.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
215,20803,1,fagr,5.7,9.6,0,,141.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
215,20808,1,fagr,8.1,13.5,0,,131,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
215,20815,1,fagr,14.9,13.6,0,,117.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
215,20818,1,fagr,17.4,18.6,0,,144,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
216,20820,1,fagr,5.6,4.6,1,,186.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
216,20827,1,fagr,5.6,9,0,M,128.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
216,20847,1,fagr,17.5,14.6,1,,110.0999985,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
217,22002,1,fagr,2.5,4.3,0,,105.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
217,22013,1,fagr,16.3,1.9,0,B,145.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
217,22018,1,fagr,11.3,9.8,0,M,128,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
218,22061,1,fagr,11.6,4.9,0,,119.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
218,22066,1,fagr,12.5,15.4,0,,106.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
304,30197,1,fagr,17.9,9.5,0,,111.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski/Prestipino,
304,30212,1,fagr,11.6,19.2,1,,151.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski/Prestipino,
305,30214,1,fagr,14.6,4.7,1,,134.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
305,30224,1,fagr,18.1,15.9,0,,125.6999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
306,30233,1,fagr,15.6,16.2,1,,1046.800049,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
306,30333,1,fagr,14,19.3,1,,222,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
310,30254,1,fagr,6.9,16.9,0,,104.6999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
310,30256,1,fagr,9.3,18.4,1,,601.2999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
310,30257,1,fagr,11.2,20,1,M,165.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
310,30258,1,fagr,15,20,0,,258.7000122,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
310,30401,1,fagr,19.4,2.2,0,,227,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
310,30418,1,fagr,12.5,14,1,,266,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
311,30271,1,fagr,10.4,10.6,0,,126.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
311,30273,1,fagr,9.6,4.1,0,,461.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
311,30421,1,fagr,13.1,2.8,1,,622,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
312,30275,1,fagr,2.6,7.3,0,"I,B",417,A,A,A,,,,,,,,,,,,,,,,,,,main stem rotting but crown looks healthy,7/25/2017,Helcoski,
313,30447,1,fagr,15.7,3.7,0,,155,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
313,30451,1,fagr,19,7,0,M,123,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
313,30459,1,fagr,7.9,19.2,0,,110.5999985,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30472,1,fagr,15.4,7.3,1,M,120,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30474,1,fagr,10.2,7.2,0,,249.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30476,1,fagr,13.7,12.1,0,,126.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30482,1,fagr,15.6,13.9,0,,111.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30483,1,fagr,15.6,15.5,1,,190.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30521,1,fagr,1.4,10.2,0,,110.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30523,1,fagr,5,9.5,0,,140.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30529,1,fagr,1.1,17,0,,136.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30531,1,fagr,2.5,19.4,0,,102.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30534,1,fagr,5.1,15.4,1,,111.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
314,30538,1,fagr,17.4,17.1,0,,209.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
315,30485,1,fagr,14.7,0.7,0,P,134,A,AU,AU,,,,UP,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
315,30489,1,fagr,16.8,6.9,0,,130,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
315,30491,1,fagr,13,3.6,0,,146.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
315,30541,1,fagr,4.4,1.3,0,,260.7000122,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
315,30549,1,fagr,8.6,2.9,0,DC,153.3999939,PD,PD,PD,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
315,30550,1,fagr,8.8,3.3,0,,103.4000015,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
315,30556,1,fagr,9.6,9.9,0,,159,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
315,30558,1,fagr,8.1,18.7,0,,100.0999985,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
315,30562,1,fagr,4.7,11.2,0,,361.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
316,30615,1,fagr,12.3,11.9,0,,172,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
316,30622,1,fagr,11,19.8,0,,101.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
316,30626,1,fagr,1.5,19.8,0,,126.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
318,32044,1,fagr,5.8,6.1,0,M,120.0999985,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
404,40467,1,fagr,3.3,12.9,0,,143.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
404,40526,1,fagr,11,18.7,0,,161.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40479,1,fagr,1.6,0,1,,165,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40480,1,fagr,2.2,1.3,1,,175.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40485,1,fagr,7.5,5.8,1,,184.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40493,1,fagr,9.3,8.9,1,,166.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40497,1,fagr,3.9,14.5,0,,147.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40531,1,fagr,18.9,1.6,0,,124.0999985,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40535,1,fagr,13.2,9.5,1,,166.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40536,1,fagr,18.7,8.1,1,,134.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
406,40549,1,fagr,15.8,0.9,1,,174.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
406,40554,1,fagr,18,10.3,1,,430.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
406,40563,1,fagr,3.6,17.8,1,,365,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
406,40568,1,fagr,0.1,5.2,0,,169.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
406,40615,1,fagr,4.4,12.2,0,,166.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
407,40571,1,fagr,16.8,9.2,0,M,270.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
407,40573,1,fagr,16.5,11.9,0,,151.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
408,40585,1,fagr,4.6,8.6,1,,161,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
408,40591,1,fagr,9.4,15.4,0,,136.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
412,40873,1,fagr,15.9,13.4,1,M,325,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
412,40873,2,fagr,16.5,11,0,S,161.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
412,40874,1,fagr,,,0,L,641.3,DC,PD,PD,,1,D,UP,F,R,I,,0,,,,,,,,,,"R (root), I (holes), check sp = qu?? Need coord ",7/27/2017,Prestipino,
413,40889,1,fagr,14.9,4.2,1,,144,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
414,40944,1,fagr,8.6,7.2,0,,215,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
414,40946,1,fagr,13.1,3.1,0,,103,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
419,42089,1,fagr,7.2,19.1,0,P,225.5,A,AU,AU,,,,CR,,,,,,,,,,,,,,,base crushed by other tree,7/26/2017,Prestipino,
420,42100,1,fagr,5.6,4.2,0,M,133.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/26/2017,Prestipino,
432,42582,1,fagr,7.2,7.6,0,,388.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
502,50205,1,fagr,18.7,2.8,0,,189,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
505,50301,1,fagr,3.4,1.2,1,,113,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
505,50305,1,fagr,0.7,8.2,0,,118.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
506,50298,1,fagr,19.6,2.8,0,,105,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
506,50299,1,fagr,13.9,2.3,1,,191.6000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
506,50321,1,fagr,5,1.3,0,,125.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
506,50330,1,fagr,9.5,8.1,1,,157.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
506,50340,1,fagr,7.7,17.8,1,,162.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
506,50405,1,fagr,15.4,8.7,0,,111.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
507,50433,1,fagr,17.9,10.3,1,,141.6999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
508,50365,1,fagr,4.7,0,0,,129.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
511,50497,1,fagr,9.2,12.7,0,,163.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino/Ferson,
512,50522,1,fagr,3.6,5.2,0,,168.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino/Ferson,
512,50615,1,fagr,17.7,15.2,0,,125.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
513,50536,1,fagr,0.1,0.4,0,,121,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
513,50556,1,fagr,7.4,18.2,0,,175.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
513,50557,1,fagr,9.2,18.4,1,,279.7000122,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
514,50559,1,fagr,5.6,7.6,1,,226.6999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
514,50560,1,fagr,8.9,8.1,0,,213,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
514,50563,1,fagr,2.6,14.9,1,,265.7000122,A,A,A,,,,,,,,,,,,,,,,,,,tag swallowed by tree,7/28/2017,Prestipino,
514,50564,1,fagr,2.6,15.7,0,,181.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
514,50652,1,fagr,9.1,14.9,1,,200.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
515,50567,1,fagr,2.2,7.7,0,DC,721.2000122,PD,PD,PD,,,,,,,,,,,,,,,,,,,DC,7/28/2017,Prestipino,
515,50572,1,fagr,11.1,8.4,0,,105.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
515,50573,1,fagr,6.4,11.5,0,J,127.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
516,50584,1,fagr,9.2,19.4,0,,101,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
517,52010,1,fagr,9.9,5.7,1,,161.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
517,52012,1,fagr,7.6,9.7,0,,208.6000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
518,52049,1,fagr,18.7,16.9,0,,262.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
518,52055,1,fagr,5.4,11.4,0,,256.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino,
520,52130,1,fagr,5.9,14.1,1,,177.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,"Prestipino, Helcoski",
602,60222,1,fagr,9,12.1,0,,185.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/15/2017,Ferson,
605,60086,1,fagr,10.7,0.8,1,,186.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/15/2017,Prestipino,
605,60111,1,fagr,10.4,14.6,1,,435,A,A,A,,,,,,,,,,,,,,,,,,,,7/15/2017,Prestipino,
605,60295,1,fagr,3.2,14.2,1,,125.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/15/2017,Prestipino,
606,60129,1,fagr,9.5,17.4,1,,159.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/15/2017,Prestipino,
607,60135,1,fagr,16.6,3.5,1,,134,A,A,A,,,,,,,,,,,,,,,,,,,,7/15/2017,Prestipino,
607,60145,1,fagr,13,16.1,1,,219.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/15/2017,Prestipino,
607,60339,1,fagr,6.2,7.6,1,,171.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/15/2017,Prestipino,
609,60384,1,fagr,2,14.4,0,,156.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/15/2017,Prestipino,
611,60521,1,fagr,12.9,16.7,0,,119.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
612,60426,1,fagr,2.6,3,1,,301.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
612,60543,1,fagr,17.6,11.3,0,M,142.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
614,60562,1,fagr,19,8.7,0,,124,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
614,60566,1,fagr,10,11,0,,194.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
615,60458,1,fagr,1.9,0,0,,269.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
615,60462,1,fagr,5.6,7.6,0,,209.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
615,60467,1,fagr,1.2,14.7,1,,193.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
615,60580,1,fagr,20,6.5,0,,155,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
615,60584,1,fagr,19.6,12.7,0,,132.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
616,60486,1,fagr,6,15.7,1,,171.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
616,60596,1,fagr,16,3.8,1,,201.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
617,62029,1,fagr,10.1,2.9,0,,185.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
617,62046,1,fagr,10.9,11.2,0,,117,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
618,62055,1,fagr,7.6,2.5,0,,131.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
618,62059,1,fagr,1.5,7.1,0,,154,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
618,62071,1,fagr,16.1,14.3,0,,119,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
619,62108,1,fagr,12.9,7.2,0,,110,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,Helcoski,
701,70007,1,fagr,8.7,10.6,0,,137.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
701,70018,1,fagr,8.4,17,1,,215.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
701,70019,1,fagr,9.1,18.8,0,,197.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
702,70223,1,fagr,10.5,13.1,0,,230.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
702,70224,1,fagr,9.5,12.3,0,,130.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
702,70225,1,fagr,11.1,15.4,0,M,190.6999969,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
707,70180,1,fagr,13.1,17.4,0,,156,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
707,70182,1,fagr,6.5,19.4,1,,206.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
711,70450,1,fagr,0.2,13.6,0,,306.2999878,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
712,70454,1,fagr,1.3,1.1,0,,156.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
712,70472,1,fagr,1.6,7.5,0,M,153.5,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
712,70472,5,fagr,1.6,7.5,0,S,116.9000015,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
713,70565,1,fagr,10.3,1.8,0,M,102.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
713,70572,1,fagr,12.5,13.8,0,,287,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
716,70625,1,fagr,10.8,16.3,0,,237.6000061,A,A,A,,,,,,,,,,,,,,,,,,,,6/22/2017,Ferson,
718,72085,1,fagr,10.2,9.1,0,,127.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,6/20/2017,Anderson-Teixeira,
719,72106,1,fagr,6.2,2.4,0,,458.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,6/20/2017,Anderson-Teixeira,
719,72107,1,fagr,8,1.2,0,,406.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,6/20/2017,Anderson-Teixeira,
817,82028,1,fagr,19.4,13.2,0,,106.0999985,A,A,A,,,,,,,,,,,,,,,,,,,,6/19/2017,"Gonzalez, Tepley, Anderson-Teixeira",
829,82380,1,fagr,0.2,18.2,0,,111.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,6/20/2017,Prestipino/Ferson,
902,90062,1,fagr,4.7,9,1,,239.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/11/2017,Prestipino/Ferson/Gonzalez,
903,90121,1,fagr,2.2,9.3,1,,241,A,A,A,,,,,,,,,,,,,,,,,,,,7/11/2017,Prestipino/Ferson/Gonzalez,
903,90276,1,fagr,14.5,7.1,1,,262.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,7/11/2017,Prestipino/Ferson/Gonzalez,
903,90278,1,fagr,18.2,12,0,,179,A,A,A,,,,,,,,,,,,,,,,,,,,7/11/2017,Prestipino/Ferson/Gonzalez,
903,90280,1,fagr,19.1,13.9,0,,100.0999985,A,A,A,,,,,,,,,,,,,,,,,,,,7/11/2017,Prestipino/Ferson/Gonzalez,
