quadrat,tag,stem,sp,lx,ly,Cored_2009,codes.2013,dbh.2013,status.2015,status.2016,new.status,dbh.if.dead,perc.crown,crown.position,fad1,fad2,fad3,fad4,DF,liana.load,fraxinus.crown thinning,fraxinus.epicormic growth,EABF,VB,SS,AS,W,DE,DE.count,Comments,date,surveyor,
1519,152077,1,qual,19.7,1.7,0,,590.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1521,152239,1,qual,1.6,0.4,0,,140.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1522,152420,1,qual,17.8,9.3,0,,357.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1523,152455,1,qual,0,5.8,0,,302.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1523,152459,1,qual,7.8,14.2,0,,493.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1523,152461,1,qual,15.5,14.5,0,,485,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1523,152463,1,qual,12.4,19.3,0,,683.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1524,152466,1,qual,3,4.1,0,,289.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1524,152487,1,qual,4.9,18.6,0,,448.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1524,152488,1,qual,9.1,17.8,0,,402,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1524,152493,1,qual,17.2,19.5,0,,504.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1525,152505,1,qual,18.6,13.2,0,,101.5999985,A,DS,PD,102.5,2,I,U,DF,,,,0,,,,,,,,,,too rotten to core,8/3/2017,FONZ nature camp,
1527,152566,1,qual,19.7,2.5,0,,328.6000061,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1528,152620,1,qual,11.8,12.5,0,DS,162.6000061,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1611,160817,1,qual,19.6,14.5,0,,418.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1616,161527,1,qual,19.1,9,0,,382.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1616,161536,1,qual,12.2,18.4,0,B,119.3000031,A,AU,DS,121,1,I,BB,B,F,,,,,,,,,,,,,break at ? 6m,8/2/2017,FONZ nature camp,
1616,161573,1,qual,7,7.3,0,,126.6999969,A,DS,PD,127,1,I,U,DF,,,,0,,,,,,,,,,possible CR? Lots of nearby debris,8/2/2017,FONZ nature camp,
1616,161578,1,qual,5.6,14.7,0,,222.6999969,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1617,162111,1,qual,18.4,12.2,0,,409.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1618,162031,1,qual,11.7,13.5,0,,464.2999878,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1618,162032,1,qual,13.2,14.6,0,,514,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1618,162119,1,qual,18.2,1.6,0,,528.2999878,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1618,162124,1,qual,14.7,8.6,0,,672.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1619,162045,1,qual,7,9.5,0,,739,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1622,162366,1,qual,14,11.7,0,,649,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1622,162376,1,qual,10.1,18.6,0,,236,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1623,162293,1,qual,3,9.4,0,,865.7000122,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1623,162295,1,qual,3.4,12.6,1,,537,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1623,162385,1,qual,12.3,3.1,0,DS,683.2000122,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1623,162387,1,qual,12.4,7.7,0,,573.9000244,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1623,162389,1,qual,18.9,10.3,0,,757.5999756,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1624,162397,1,qual,17.9,3.9,1,DS,353.8999939,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1624,162398,1,qual,18.6,5.4,1,,532,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1624,162405,1,qual,18,16.2,0,,611.2999878,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1627,162440,1,qual,10.6,2.4,0,,545,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1627,162535,1,qual,1.4,8,0,,289,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1627,162540,1,qual,1.7,15,0,,475.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1627,162543,1,qual,7.5,16.6,1,,890,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1627,162548,1,qual,0.5,19.4,0,,655,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1628,162572,1,qual,18.1,14.5,0,,205.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1713,171346,1,qual,7.6,18.2,0,DC,219.3999939,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1713,171438,1,qual,8,9.4,0,DC,127.8000031,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1714,171351,1,qual,7.4,8.8,0,,465.5,A,A,A,,,,K,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1715,171377,1,qual,11.6,14.1,0,,467.5,A,A,A,,,,,,,,,,,,,,,,,,,large epicormic load,8/2/2017,FONZ nature camp,
1715,171378,1,qual,15,14.6,0,,449.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1715,171379,1,qual,14.3,14.5,0,,429,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1715,171389,1,qual,2.9,17.8,0,DC,267.1000061,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1715,171461,1,qual,7.2,6.5,0,,513.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1715,171462,1,qual,7.9,7.5,0,,823.4000244,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1715,171471,1,qual,2.9,9.1,1,,223.8999939,A,A,AU,,,,B,DF,,,4,,,,,,,,,,,break at ?7m,8/2/2017,FONZ nature camp,
1716,171512,1,qual,3.6,18,0,,508.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1717,172203,1,qual,15.5,0.3,0,,368.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1717,172205,1,qual,16.1,3.5,0,,493,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1718,172019,1,qual,9,1.1,0,,503,A,A,A,,,,,,,,,,,,,,,,,,,large epicormic load,8/2/2017,FONZ nature camp,
1719,172031,1,qual,4,3.1,0,,655.5,A,A,A,,,,,,,,,,,,,,,,,,,large epicormic load,8/2/2017,FONZ nature camp,
1719,172036,1,qual,8.8,6.6,1,,488,A,A,A,,,,,,,,,,,,,,,,,,,large epicormic load,8/2/2017,FONZ nature camp,
1719,172049,1,qual,0.8,19.8,0,,652.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1720,172255,1,qual,9.9,1.3,0,,645.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1720,172266,1,qual,12.5,14.4,0,,340.2999878,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1720,172286,1,qual,8.6,12.6,0,,332.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1723,172155,1,qual,7.4,3.7,0,,274.5,A,A,AU,,,,B,,,,,3,,,,,,,,,,break at ?8m,8/3/2017,FONZ nature camp,
1723,172162,1,qual,3.4,8.6,0,,466.1000061,A,A,A,,,,LF,K,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1723,172167,1,qual,9,17.6,0,,803,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1723,172168,1,qual,5.5,19,1,,274.3999939,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1728,172469,1,qual,13.1,12,0,,104,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1728,172535,1,qual,3.6,3,0,,485,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1730,172499,1,qual,17,3.1,0,,1031.900024,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1814,180996,1,qual,3.1,12.2,1,,645,A,A,A,,,,,,,,,,,,,,,,,,,,8/10/2017,Prestipino,
1814,180999,1,qual,4.3,18,0,,569,A,A,A,,,,,,,,,,,,,,,,,,,,8/10/2017,Prestipino,
1816,181022,1,qual,10.6,0.9,0,,661,A,A,A,,,,,,,,,,,,,,,,,,,,8/10/2017,Prestipino,
1816,181030,1,qual,5.4,10.6,0,,765.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,8/10/2017,Prestipino,
1817,182207,1,qual,5.6,11.2,0,,539,A,A,A,,,,,,,,,,,,,,,,,,,,8/10/2017,Prestipino,
1830,182689,1,qual,10.9,0.6,1,M,516.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1830,182689,2,qual,10.9,0.6,0,S,393.6000061,A,A,A,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1830,182689,3,qual,10.9,0.6,0,S,323.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1830,182694,1,qual,19,18.9,0,,174.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1917,192008,1,qual,12,2,0,,655.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,8/15/2017,Helcoski/Prestipino/Anderson-Teixeira,
1917,192011,1,qual,20,18.8,0,,586.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/15/2017,Helcoski/Prestipino/Anderson-Teixeira,
1918,192029,1,qual,9.7,17.2,1,,390.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,8/15/2017,Helcoski/Prestipino/Anderson-Teixeira,
1919,192039,1,qual,11.1,5.5,0,,519.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,8/15/2017,Helcoski/Prestipino/Anderson-Teixeira,
1919,192055,1,qual,14.8,10.1,0,,595,A,A,A,,,,,,,,,,,,,,,,,,,,8/15/2017,Helcoski/Prestipino/Anderson-Teixeira,
1919,192244,1,qual,18.1,16.8,0,,443.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/15/2017,Helcoski/Prestipino/Anderson-Teixeira,
1920,192247,1,qual,8.1,0.7,0,,661.7000122,A,A,A,,,,,,,,,,,,,,,,,,,,8/15/2017,Helcoski/Prestipino/Anderson-Teixeira,
1920,192250,1,qual,3.3,6.5,0,,335,A,A,A,,,,,,,,,,,,,,,,,,,,8/15/2017,Helcoski/Prestipino/Anderson-Teixeira,
1921,192088,1,qual,5.8,14.6,0,,320,A,A,AU,,,,B,,,,,,,,,,,,,,,break at ?16m,8/15/2017,Helcoski/Prestipino/Anderson-Teixeira,
1926,192465,1,qual,11.9,0.7,0,,241.8000031,PD,PD,PD,,,,,,,,,,,,,,,,,,,Dead in 2014.,8/14/2017,Helcoski,
1930,192559,1,qual,8,10.2,0,,485.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1930,192560,1,qual,12.9,19.5,0,,933.0999756,A,A,A,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
2015,201332,1,qual,18.9,17.4,1,,456,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2016,201346,1,qual,18.2,6.3,0,,400.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2016,201347,1,qual,20,8.5,0,,626,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2017,202011,1,qual,17.4,16.7,0,,450.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2017,202215,1,qual,5.5,11.7,0,,549.9000244,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2017,202220,1,qual,13,12.5,0,,575,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2018,202016,1,qual,3.6,15.9,0,,413,A,A,A,,,,,,,,,,,,,,,,,,,x=15.9; y=3.6,8/16/2017,Helcoski/Ferson,
2018,202017,1,qual,16.2,1.3,0,,549.0999756,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2018,202033,1,qual,9.9,15.2,0,,508,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2018,202244,1,qual,6.3,11.3,0,DS,461,DS,PD,PD,474.5,4,D,U,DF,F,I,,0,,,,,,,,,,"Dead in recensus, alive in 2014, I (holes)",8/16/2017,Helcoski/Ferson,
2019,202040,1,qual,13.7,5.8,0,,437.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2019,202046,1,qual,17.3,12.8,0,,469,A,A,AU,,,,DF,LF,,,3,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2019,202050,1,qual,9.2,14.5,0,,480.5,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2020,202072,1,qual,2.1,10.8,0,,710.0999756,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2023,202121,1,qual,13.6,7.7,0,,201.8000031,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
2023,202131,1,qual,18.3,15.5,0,,471,A,A,A,,,,,,,,,,,,,,,,,,,,8/16/2017,Helcoski/Ferson,
1218,122045,1,quco,12.5,10.7,0,,644.7000122,A,A,A,,,,,,,,,,,,,,,,,,,,8/1/2017,FONZ nature camp,
1218,122087,1,quco,6.3,10,0,DS,583,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/1/2017,FONZ nature camp,
1120,112165,1,qufa,9.3,18.4,0,,735.2000122,A,A,A,,,,,,,,,,,,,,,,,,,sp= quru?,7/31/2017,FONZ nature camp,
404,40451,1,qumi,4.8,1.6,0,,441.1000061,A,A,AU,,,,LF,DF,,,4,,,,,,,,,,,,7/27/2017,Helcoski,
1527,152559,1,qumi,5.6,4.5,0,M,567.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1527,152559,2,qumi,5.6,4.5,0,,252,A,DS,PD,255,1,I,U,DF,,,,0,,,,,,,,,,,8/3/2017,FONZ nature camp,
1219,122117,1,qumu,3.7,15.8,0,,165.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,8/1/2017,FONZ nature camp,
111,10608,1,qupr,17.8,12.7,0,DS,176.6000061,PD,PD,PD,,,,,,,,,,,,,,,,,,,DS,7/20/2017,Helcoski,
114,10666,1,qupr,13.1,9.5,0,DS,108.1999969,PD,PD,PD,,,,,,,,,,,,,,,,,,,DS,7/20/2017,Helcoski,
115,10726,1,qupr,4,8.1,1,,723,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
115,10731,1,qupr,8.4,15.9,1,,618,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
118,12033,1,qupr,6.8,9,1,DC,478.5,PD,PD,PD,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
119,12082,1,qupr,5.8,16.7,0,,120,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
120,12092,1,qupr,1,6.7,0,,118.5999985,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
120,12094,1,qupr,18.8,2.3,0,P,122,A,AU,AU,,,,CR,,,,,,,,,,,,,,,leaning; crushed by fallen dead tree,7/20/2017,Helcoski,
122,12151,1,qupr,5.1,0.9,0,L,232.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
132,12606,1,qupr,11.3,4.9,0,,223,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
214,20782,1,qupr,3.6,16.4,0,DC,229.8999939,PD,PD,PD,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
215,20792,1,qupr,3,0.4,1,,153,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
217,22031,1,qupr,15.7,17.8,1,,701,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
218,22048,1,qupr,7.6,5,0,,656.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
218,22064,1,qupr,18.4,17.7,1,,698,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
218,22076,1,qupr,2.2,16.2,0,,153.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
218,22077,1,qupr,0.7,15.5,0,,135.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
219,22082,1,qupr,7.4,5.3,0,,369,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
219,22084,1,qupr,9.7,7.2,0,,155.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/21/2017,Helcoski,
219,22089,1,qupr,2.5,3.6,0,J,122.4000015,DS,PD,PD,123,4,I,U,DF,F,,,0,,,,,,,,,,,7/21/2017,Helcoski,
219,22093,1,qupr,15.2,2.6,0,P,257.7999878,PD,PD,PD,,,,,,,,,,,,,,,,,,,Dead in 2014.,7/21/2017,Helcoski,
230,22538,1,qupr,2.9,2.6,0,,277,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
230,22573,1,qupr,0.7,16.8,0,,290,A,A,A,,,,,,,,,,,,,,,,,,,,7/20/2017,Helcoski,
231,22600,1,qupr,16.9,9.8,1,,114.5,PD,PD,PD,,,,,,,,,,,,,,,,,,,Dead in 2014.,7/20/2017,Helcoski,
231,22612,1,qupr,7.4,17.5,0,,102.5,A,DS,PD,110,4,I,U,DF,,,,0,,,,,,,,,,bark peeling,7/20/2017,Helcoski,
304,30095,1,qupr,6.7,19.3,0,M,544.4000244,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski/Prestipino,
304,30095,2,qupr,6.7,19.3,0,S,193.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski/Prestipino,
304,30099,1,qupr,14.1,6,0,,307.6000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski/Prestipino,
304,30191,1,qupr,19,2.4,0,,567.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski/Prestipino,
304,30210,1,qupr,15.6,17.5,0,,313.3999939,A,A,A,,,,,,,,,,,,,,,,,,,tag lost,7/17/2017,Helcoski/Prestipino,
305,30213,1,qupr,15,3.8,0,,242.6999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
305,30218,1,qupr,6.5,2.2,0,,489.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
305,30220,1,qupr,8.6,6.4,0,M,498.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
305,30220,2,qupr,8.6,6.4,0,S,334,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
309,30379,1,qupr,0.3,6.1,0,,408,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
315,30497,1,qupr,19.6,14.7,0,,234.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
317,32007,1,qupr,8.4,5.4,0,"DC,R",192.8000031,PD,PD,PD,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
317,32024,1,qupr,12.2,3.9,0,DC,205,PD,PD,PD,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
317,32024,2,qupr,12.2,3.9,0,DC,119,PD,PD,PD,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
317,32025,1,qupr,17.5,10,0,M,593.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
317,32025,2,qupr,17.5,10,0,S,532.0999756,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
317,32032,1,qupr,10.2,11.6,1,,100.5999985,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
327,32381,1,qupr,4.6,12.8,1,,834,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,"Helcoski, Ferson",
332,32513,1,qupr,1.1,0.4,0,M,488.5,A,A,DC,515,1,CD,UP,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
332,32513,2,qupr,1.1,0.4,0,S,169,A,DS,PD,171,3,I,U,DF,F,,,0,,,,,,,,,,,7/25/2017,Helcoski,
332,32513,3,qupr,1.1,0.4,0,DS,221.8000031,PD,PD,PD,,,,,,,,,,,,,,,,,,,DS,7/25/2017,Helcoski,
332,32517,1,qupr,8.7,3.7,0,,295.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
332,32530,1,qupr,20,6,0,DC,169.1000061,PD,PD,PD,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
332,32536,1,qupr,15.8,10.3,0,DS,571.0999756,PD,PD,PD,,,,,,,,,,,,,,,,,,,DS,7/25/2017,Helcoski,
332,32540,1,qupr,19.9,15.6,0,,841.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
403,40138,1,qupr,16.7,10.6,0,,172,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski,
403,40150,1,qupr,20,13.8,0,,345,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski,
403,40155,1,qupr,16.2,15.8,0,,363,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski,
403,40157,1,qupr,16.2,17.4,0,,276,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski,
403,40160,1,qupr,15.9,12.2,0,,211.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski,
403,40163,1,qupr,9.8,19.4,0,,344.8999939,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski,
403,40165,1,qupr,8,18.3,0,,249.1999969,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski,
403,40176,1,qupr,3.8,19.1,0,DS,494.8999939,PD,PD,PD,,,,,,,,,,,,,,,,,,,DS,7/17/2017,Helcoski,
403,40176,2,qupr,3.8,19.1,0,DS,459.5,PD,PD,PD,,,,,,,,,,,,,,,,,,,DS,7/17/2017,Helcoski,
403,41046,1,qupr,16,16.5,0,,257.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Helcoski,
404,40460,1,qupr,3.1,10.2,0,,563,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
404,40464,1,qupr,8.7,13.3,1,,200,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
404,40465,1,qupr,8.2,12.5,0,,407.2000122,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40494,1,qupr,14.4,10.6,0,,466.7999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40529,1,qupr,13.8,0.4,1,,502,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40538,1,qupr,18.5,12.7,1,,542.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Helcoski,
405,40538,2,qupr,18.5,12.7,0,DS,300.5,PD,PD,PD,,,,,,,,,,,,,,,,,,,DS,7/27/2017,Helcoski,
408,40586,1,qupr,6.9,9.2,1,,148.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
416,40981,1,qupr,2.3,0.6,0,,362.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,7/27/2017,Prestipino,
422,42198,1,qupr,9.8,10.2,0,,461.2999878,A,A,A,,,,,,,,,,,,,,,,,,,,7/26/2017,Prestipino,
428,42387,1,qupr,2.4,4.9,0,,264,A,A,A,,,,,,,,,,,,,,,,,,,,7/26/2017,Prestipino,
428,42389,1,qupr,1.2,5.1,1,,375,A,A,A,,,,,,,,,,,,,,,,,,,,7/26/2017,Prestipino,
430,42550,1,qupr,3.5,15,0,,238.5,PD,PD,PD,,,,,,,,,,,,,,,,,,,Dead in 2014.,7/26/2017,Prestipino,
432,42609,1,qupr,2,15.6,0,,114.3000031,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,Helcoski,
502,50161,1,qupr,4.2,14.9,0,DS,174.3000031,PD,PD,PD,,,,,,,,,,,,,,,,,,,DS,7/17/2017,Prestipino,
503,50217,1,qupr,10.3,1.5,0,M,391.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
503,50217,2,qupr,10.3,1.5,0,S,296.5,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
506,50323,1,qupr,2.7,1.8,1,,546.0999756,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
507,50434,1,qupr,18.5,16.7,1,,125.5999985,A,DS,PD,126,4,I,U,F,,,,0,,,,,,,,,,,7/17/2017,Prestipino,
507,50440,1,qupr,11.8,18.7,0,DC,103.1999969,PD,PD,PD,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
508,50367,1,qupr,10.7,3,1,,195.8000031,PD,PD,PD,,,,,,,,,,,,,,,,,,,Dead in 2014.,7/17/2017,Prestipino,
508,50448,1,qupr,20,3.1,0,,111.9000015,A,A,A,,,,,,,,,,,,,,,,,,,,7/17/2017,Prestipino,
510,50483,1,qupr,7.6,11.1,1,,452,A,A,A,,,,,,,,,,,,,,,,,,,,7/28/2017,Prestipino/Ferson,
527,52323,1,qupr,18.2,12.1,1,,496.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,"Prestipino, Helcoski",
527,52330,1,qupr,5.9,10.6,0,,440.1000061,A,A,A,,,,,,,,,,,,,,,,,,,,8/8/2017,"Prestipino, Helcoski",
528,52339,1,qupr,8.6,7.7,0,,110.9000015,A,A,A,,,,,,,,,,,,,,,,,,,,7/25/2017,UCSB students,
